x y
196.61734319607137 909.5961084620399
298.9569187955521 991.3726039221324
1412.730605205497 1409.1664138173105
715.1527766765979 1197.064780400689
602.1815834697826 92.40068883793316
1303.9073700069744 711.0484084876925
1103.5631410860433 400.22264977687024
710.4676721169143 1203.551715071696
606.9756970235959 102.89599497635422
1386.1474925933562 1418.682244523692
1093.8936178031663 401.14456437503253
1199.313050848343 301.37635729519485
705.1912393939352 1199.1999129550063
1302.8717680898849 715.3013025941634
486.18134469743734 196.8901744886
892.8334395971648 610.6487098077654
1086.65164778326 402.9293279660786
1402.88426500578 1404.8858392115844
695.1670326284288 1197.2327578115544
596.9769693382647 93.59445910252133
1299.6710241992018 701.8407473190118
1001.0830182725736 508.3734887946382
701.7946890931447 1188.0864694319523
696.1909281694835 1202.6920464633245
1088.4105859711563 417.840225750874
311.6024931427269 1012.4998531891732
512.856078768344 203.2657413858934
1404.2227221631967 1398.8180938866753
312.52981674164107 982.843577251192
1302.4658124833736 702.6014682695157
282.24852644363693 1000.6435152293176
1186.1291367527942 302.9902050845837
1299.6437007614602 699.9408055266097
497.8983404477273 209.40981270036895
1401.8434567026875 1384.4183583759857
1204.6248647821094 305.3678391969154
1306.3942823850912 699.413281031874
705.9343459222571 1191.2397949960687
498.5785020296134 196.48515682455442
1014.5513790040296 482.1931578660161
1079.7628561971562 404.82842539781376
595.6882230191 95.25624745523318
1305.1238240553423 699.9134245340205
1084.4467197068332 396.26828888357636
998.7302551761198 496.97543126549914
203.73844131323273 890.0105365684519
911.790164018545 587.6759618741567
1001.9093577975224 504.42037346068724
898.9128499788875 594.2895691330332
914.0575564948035 599.7980805824274
593.5853150647952 105.67924328059942
893.4426648795908 598.3516409645404
1396.2779558797167 1387.6827776510247
495.77740495390697 200.52940560122707
1402.1889066976576 1392.1165268766986
1105.091113524591 404.9269385152462
512.3215280656299 202.2180378881788
485.23600054771276 195.7604973879803
1189.7970585115079 295.53550591631824
1392.5337117760969 1395.3573673913993
995.6974481396996 504.78156286183946
709.0182296388192 1192.201640678613
227.67129742991466 904.8175171648398
1191.9552103508759 282.06226816447565
592.127803572843 100.92461219380652
1001.2277360340286 496.3038064883538
204.05424489328675 910.5869709099018
292.8625212053176 993.9970930791222
298.9993063944162 1014.8607009096804
590.3519629166977 101.74536028560992
885.9354526128951 585.985733116958
301.183925992829 1013.6049235350281
207.70849251069708 900.5741279008781
215.8161972026997 893.2808407935408
1396.51285725225 1415.6375626284057
1104.020391109986 395.0114013092658
711.7052988139466 1204.0454218026832
1191.5242618539125 309.16038066219147
604.5662022888822 102.32614394763725
1294.5091852957335 709.652495645165
493.2979606606913 198.68584041090898
1094.1730378210852 406.68927441940974
204.53463038955536 884.2228377798024
606.8491066542267 93.31219223056732
1104.1366079745717 398.80076861107887
1001.4172710985932 489.84789382380626
1203.4241514321775 306.117904989442
200.99360875076115 910.5894017003673
920.0189059168235 598.8776309949427
198.28973468648462 890.2778989749277
993.795315430269 491.6954347252091
1294.5433348800739 696.7933439427295
1393.0817177623653 1403.265813928474
186.49408964364008 900.1709005529298
886.2672847376906 601.7260739840503
1008.8419632454513 492.79103795537065
298.877755932623 1002.1535613127461
297.87055052063937 1010.0595297006997
685.2775628000892 1212.7727588255252
883.6008997737194 605.946046612415
897.6804902998157 611.9105639927668
496.87684704282316 184.04924181438696
1190.2790694679272 286.8950944699512
1188.609164755005 307.1079361410784
1209.462012419208 294.5308535090145
487.42288258307855 195.64556530701398
1308.5451966967482 683.5082103798976
599.8125391299267 92.8475475266331
1002.8047530087291 491.43740836826476
312.49395640021197 995.6920335201379
